360.0924667569112,310.4439368194202,320.1206817630649,310.4439368194202,303.5758213537215,310.4439368194202,310.4439368194202,303.5758213537215,310.4439368194202,310.4439368194202,310.4439368194202,303.5758213537215,309.92441630725466,303.5758213537215,303.5758213537215,309.92441630725466,309.92441630725466,309.92441630725466,309.92441630725466,309.92441630725466,309.92441630725466,303.5758213537215,303.5758213537215,309.92441630725466,309.92441630725466,309.92441630725466,303.5758213537215,309.92441630725466,309.92441630725466,303.5758213537215,303.5758213537215,309.92441630725466,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215,303.5758213537215]
320.4971917155749,296.80403361279525,311.4515543294443,310.9311374455211,304.8732224412505,310.9311374455211,311.4515543294443,305.7167007593174,311.4515543294443,310.9311374455211,305.7167007593174,310.9311374455211,310.9311374455211,310.9311374455211,309.02704311105276,309.02704311105276,304.8732224412505,304.8732224412505,309.02704311105276,304.8732224412505,304.83765581585794,304.83765581585794,304.8732224412505,304.8732224412505,309.02704311105276,304.8732224412505,299.4557258636235,304.8732224412505,310.9311374455211,304.8732224412505,310.9311374455211,310.9311374455211,304.8732224412505,304.8732224412505,304.8732224412505,310.9311374455211,304.8732224412505,295.5827749807674,311.4515543294443,304.8732224412505,310.9311374455211,304.83765581585794,296.80403361279525,309.43716302592566,307.7633727788946
2297,2944,3194,3970,3989,4824,5069,5635,6283,6395,6639,6364,7423,6201,8690,9492,8712,9339,9700,10077,11455,9668,11794,12683,13327,13539,13149,13538,15055,16788,16797,15200,18501,18471,17100,17755,17832,18854,18926,20377,19897,20327,19870,22724,22384]
421,469,544,614,667,719,750,834,854,914,990,1067,1140,1168,1231,1337,1413,1579,1520,1608,1698,1821,1742,1772,1971,2021,2039,1981,2053,2087,2167,2352,2370,2524,2618,2618,2742,2835,2624,2846,2882,3099,3308,3459,3357
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0
1,0,1,1,2,1,3,5,3,2,4,3,6,3,5,7,5,8,6,5,5,6,6,5,8,10,7,7,7,8,5,11,13,11,9,8,13,10,5,13,11,9,11,15,15
